book,chapter,num_lesson_probs,num_mixed_probs
"Math 5/4",1,"j","26"
"Math 5/4",2,"c","26"
"Math 5/4",3,"j","26"
"Math 5/4",4,"d","26"
"Math 5/4",5,"c","26"
"Math 5/4",6,"g","26"
"Math 5/4",7,"k","26"
"Math 5/4",8,"f","26"
"Math 5/4",9,"f","26"
"Math 5/4",10,"e","26"
"Math 5/4",11,"b","26"
"Math 5/4",12,"d","26"
"Math 5/4",13,"e","26"
"Math 5/4",14,"h","26"
"Math 5/4",15,"h","26"
"Math 5/4",16,"h","26"
"Math 5/4",17,"e","26"
"Math 5/4",18,"c","26"
"Math 5/4",19,"g","26"
"Math 5/4",20,"h","26"
"Math 5/4",21,"e","26"
"Math 5/4",22,"i","26"
"Math 5/4",23,"f","27"
"Math 5/4",24,"f","27"
"Math 5/4",25,"c","27"
"Math 5/4",26,"e","27"
"Math 5/4",27,"f","27"
"Math 5/4",28,"o","27"
"Math 5/4",29,"None","27"
"Math 5/4",30,"f","27"
"Math 5/4",31,"c","27"
"Math 5/4",32,"h","27"
"Math 5/4",33,"p","27"
"Math 5/4",34,"f","27"
"Math 5/4",35,"l","27"
"Math 5/4",36,"e","27"
"Math 5/4",37,"f","27"
"Math 5/4",38,"None","27"
"Math 5/4",39,"f","27"
"Math 5/4",40,"j","27"
"Math 5/4",41,"j","27"
"Math 5/4",42,"j","27"
"Math 5/4",43,"l","27"
"Math 5/4",44,"f","27"
"Math 5/4",45,"k","27"
"Math 5/4",46,"h","27"
"Math 5/4",47,"i","27"
"Math 5/4",48,"g","27"
"Math 5/4",49,"c","27"
"Math 5/4",50,"i","27"
"Math 5/4",51,"h","28"
"Math 5/4",52,"e","28"
"Math 5/4",53,"g","28"
"Math 5/4",54,"k","28"
"Math 5/4",55,"h","28"
"Math 5/4",56,"c","28"
"Math 5/4",57,"b","28"
"Math 5/4",58,"d","28"
"Math 5/4",59,"i","28"
"Math 5/4",60,"c","28"
"Math 5/4",61,"d","28"
"Math 5/4",62,"g","29"
"Math 5/4",63,"m","29"
"Math 5/4",64,"g","29"
"Math 5/4",65,"j","29"
"Math 5/4",66,"b","29"
"Math 5/4",67,"g","30"
"Math 5/4",68,"g","30"
"Math 5/4",69,"e","30"
"Math 5/4",70,"f","30"
"Math 5/4",71,"f","30"
"Math 5/4",72,"c","30"
"Math 5/4",73,"b","30"
"Math 5/4",74,"d","30"
"Math 5/4",75,"b","30"
"Math 5/4",76,"e","30"
"Math 5/4",77,"f","30"
"Math 5/4",78,"c","30"
"Math 5/4",79,"f","30"
"Math 5/4",80,"g","30"
"Math 5/4",81,"e","30"
"Math 5/4",82,"b","30"
"Math 5/4",83,"b","30"
"Math 5/4",84,"j","30"
"Math 5/4",85,"f","30"
"Math 5/4",86,"d","30"
"Math 5/4",87,"h","30"
"Math 5/4",88,"e","30"
"Math 5/4",89,"c","30"
"Math 5/4",90,"d","30"
"Math 5/4",91,"h","30"
"Math 5/4",92,"d","30"
"Math 5/4",93,"d","30"
"Math 5/4",94,"c","30"
"Math 5/4",95,"c","30"
"Math 5/4",96,"c","30"
"Math 5/4",97,"c","30"
"Math 5/4",98,"g","30"
"Math 5/4",99,"a","30"
"Math 5/4",100,"None","30"
"Math 5/4",101,"c","30"
"Math 5/4",102,"j","30"
"Math 5/4",103,"g","30"
"Math 5/4",104,"d","30"
"Math 5/4",105,"g","30"
"Math 5/4",106,"g","30"
"Math 5/4",107,"n","30"
"Math 5/4",108,"c","30"
"Math 5/4",109,"i","30"
"Math 5/4",110,"f","30"
"Math 5/4",111,"c","30"
"Math 5/4",112,"h","30"
"Math 5/4",113,"f","30"
"Math 5/4",114,"f","30"
"Math 5/4",115,"f","30"
"Math 5/4",116,"f","30"
"Math 5/4",117,"g","30"
"Math 5/4",118,"f","30"
"Math 5/4",119,"f","30"
"Math 5/4",120,"h","30"
